-0.015006812941857905,0.018587704653705295,-0.015304670313798674,-0.007100092982172845,Y,L,I,F,W,Z,N,V,P,T,U,X
-0.01780226807138896,0.015979968740646666,-0.018496172434321223,-0.0031385116984760097,W,Z,F,Y,X,N,I,V,T,L,U,P
-0.008921606268195159,0.010962869125265784,-0.011344679967451476,-0.0017154058943302797,P,U,F,L,V,Y,Z,W,N,X,I,T
-0.010187344439261614,0.0023564144904895112,-0.008842781808546474,-0.016568494958718927,U,X,P,W,T,V,L,Z,Y,F,I,N
-0.011808275034679738,0.012423857765365587,-0.01599690715084956,-0.005021512643631376,X,V,N,Y,I,F,P,W,L,U,Z,T
-9.698898568795133E-4,0.008268255301630001,-4.522434335757497E-4,-0.003049157815769976,W,N,V,P,I,X,L,U,Y,F,Z,T
-0.016623998294129416,0.010128110492777176,-0.004877515596447668,-0.006972813310185844,N,T,V,U,P,L,Z,X,Y,W,F,I
-0.010194182513186933,0.013558282267724042,-0.01790282705560109,-0.005430907768577242,P,U,L,Z,V,W,T,F,Y,X,I,N
-5.364434919316041E-4,0.0037690831450746254,-0.014999101395011594,-0.012787926919179293,I,X,V,U,Y,F,L,N,W,Z,P,T
-0.014852726149868545,0.017338421026714013,-0.0011214812668478569,-0.008964296034510322,V,F,T,I,N,X,U,P,Y,L,W,Z
-0.0013903364755925018,1.2028986592493851E-4,-0.018959058210483937,-0.008321048763894168,Z,Y,N,U,W,V,P,X,L,I,T,F
-0.012194533466427515,0.01257855154807952,-0.005617731104881285,-0.006693710385529239,X,L,F,N,Z,I,W,P,U,Y,T,V
-0.011800925906421345,0.012109619581446962,-0.011947960415818581,-0.011656101094398519,F,P,W,Y,Z,N,V,X,U,I,L,T
-0.006982372874223208,0.0196969579652696,-0.0070948638417008825,-0.01284354471691096,X,P,L,Z,F,T,U,I,W,Y,V,N
-0.013477565074148545,0.013551927436297517,-0.0038960009750463875,-0.004450806089342563,U,X,F,I,P,Y,N,L,V,Z,W,T
-0.01470438258488782,0.013132699983170348,-0.012066415679221842,-0.013457914848387209,T,W,L,P,F,X,Y,V,N,I,U,Z
-0.011124077203855331,0.011686379605845176,-0.0038397159053196184,-0.008802374248574107,F,I,V,X,W,Y,Z,L,U,P,T,N
-0.01483512459680214,0.014276935026894644,-0.019462000692247794,-0.0060182103855966895,W,T,P,I,N,Z,X,F,L,Y,V,U
-0.018576070110893905,5.101923843920941E-4,-0.01077044447811959,-0.008699950674520007,L,U,I,T,Y,V,N,Z,F,P,X,W
-0.01022025547192007,0.005781561072828678,-0.015528387873663285,-0.006333920582394237,U,Z,N,F,V,W,T,L,X,I,P,Y
-0.006484349164010084,0.01942503616920266,-0.007133551030516383,-0.0013196248928444287,L,Z,U,V,N,F,P,W,I,T,X,Y
-0.0025717172474909455,0.01645784784318749,-0.0030859354211743018,-0.015821689149018936,L,Y,N,Z,F,I,W,T,X,P,V,U
-0.008413560999839698,0.005427994771735389,-0.0024125774481922324,-5.979142088909928E-4,Y,X,F,P,W,U,N,I,T,Z,V,L
-0.018544444741239507,0.01127151324862008,-0.008631320967690037,-0.013527450460122048,X,U,Z,W,V,N,T,F,Y,L,P,I
-0.019073017090149635,0.012975317372483253,-0.006664718285545601,-0.018506958210323665,I,T,W,U,L,X,V,F,P,Z,Y,N
-0.007449348993739391,0.0042160276075755565,-0.006771924099922111,-0.016729598442355997,X,T,L,P,W,N,Z,V,I,U,Y,F
-1.1003339966331183E-4,0.013865823061489646,-0.008411488039698267,-0.014104886012198614,W,X,I,Y,V,P,F,U,Z,N,T,L
-2.729224798692087E-4,0.0018529099656725556,-0.004744524949857332,-0.008282937381728805,Z,Y,L,F,T,U,X,W,I,V,N,P
-0.008762720408015068,0.003654403691274455,-0.007325313056181004,-0.01181872324074873,Z,T,V,Y,X,L,U,W,F,I,P,N
-0.015583985801308486,0.01449208359091625,-0.013603219178423998,-0.0021009116128973826,N,T,Y,I,L,U,X,P,Z,F,V,W
-0.0016690916588060212,7.469050506025976E-5,-0.010039136699739437,-0.01070729668777115,V,F,Z,L,T,I,W,Y,X,N,P,U
-0.012871971130580362,0.002487473252245853,-0.005442589192211522,-0.00407007473989518,X,N,Y,T,W,U,P,V,L,I,Z,F
-0.00876618254155459,0.00628976236888501,-0.016371279098135516,-0.013104981363819102,L,Z,N,V,T,X,I,F,P,U,W,Y
-0.014390615539124019,0.014071449891281285,-0.019929110100052494,-0.0035807314193638806,Z,T,W,F,L,Y,X,P,N,I,U,V
-0.010899373535032786,0.015197957200528078,-0.0177982385138018,-0.004142114577836531,T,W,X,U,I,Z,V,N,L,F,Y,P
-0.010748580467114133,0.013131045570613176,-0.008209544255551648,-0.016558388250015765,X,V,U,Y,L,P,W,Z,T,N,I,F
-0.0037236539350294917,0.0103057822166146,-0.005932718420896155,-0.004630066822702061,T,X,P,Y,V,U,F,N,W,I,L,Z
-0.014122060547449578,0.004134321514258965,-0.01628128370876958,-0.015440929059407082,N,Z,Y,P,V,W,U,X,I,L,T,F
-0.009150543875738548,7.975737559232643E-4,-0.0011451588674056268,-0.008316066900186936,N,X,U,P,L,I,Z,W,T,V,Y,F
-0.01717327721986306,0.015117522383264248,-0.013506063674360469,-0.01574951468105512,F,V,N,T,X,I,W,Y,L,P,Z,U
-0.002968888965088845,0.016700696576058993,-0.019479294205010822,-0.01921571210397799,T,W,I,L,P,U,F,V,Y,X,N,Z
-0.005036462038155776,0.011960214799960345,-0.012909696484211586,-0.015089577063367665,Z,V,T,I,P,Y,F,X,L,W,U,N
-0.007389326119606521,0.013162459006121008,-0.01611814818174151,-0.011648069248755277,I,U,V,N,Z,Y,W,F,X,P,T,L
-0.0071624286260270065,0.007609675603340804,-0.01839823590586398,-0.019339723649839158,F,N,P,X,W,U,T,Y,Z,L,V,I
-0.017109118896308173,0.0018015903485910645,-0.018816690774333678,-8.339159005156249E-4,X,W,I,V,T,U,Y,N,Z,F,L,P
-0.003696708504074553,0.0190891419081054,-0.0040676510566513,-0.0196983180835264,N,Y,V,U,P,X,T,L,F,I,W,Z
-0.010429014566772588,0.012574835879893276,-0.013066736971169446,-0.01560310119824504,T,U,X,P,Y,I,N,V,Z,W,L,F
-0.0195584465096984,0.010529238672490004,-0.006528703255665014,-0.016260380675394925,W,Z,L,Y,X,T,V,F,N,I,U,P
-0.009660448433101765,0.0052588226148245765,-0.0176695149214966,-0.011763606445124197,T,W,N,V,I,U,F,X,L,Y,Z,P
-6.065684635578883E-4,0.006252685900815291,-0.011296495243935611,-0.006998128922790836,F,X,L,Z,U,Y,N,V,I,P,T,W
-0.010605253849857221,0.006104402124828323,-0.0027453965661127233,-0.018428496771978442,V,X,W,Z,F,N,U,Y,T,L,I,P
-0.011144151089266363,0.011538328166668999,-0.016315843509338568,-0.011573681423799886,I,N,F,L,V,X,W,Y,T,Z,P,U
-0.0021797276128953103,0.010936881065477966,-0.0023184246579918133,-0.012694314249935612,V,N,X,W,F,T,P,I,U,Y,Z,L
-0.01671815128445342,0.01742727474195349,-0.016923246770383038,-0.012324697554837005,L,P,N,X,F,I,Y,T,U,V,W,Z
-0.01617537348825837,0.0021210313060531227,-0.0021713559370429847,-0.007273951476403084,U,V,Z,L,T,X,P,W,I,N,Y,F
-0.004963598979592754,0.003369075347408823,-0.006604472968362418,-0.01365409645478688,Z,N,F,I,X,W,T,V,L,Y,U,P
-0.004071753356685304,0.013901035174929244,-0.002492749931310656,-6.927195520723961E-4,X,W,L,F,P,I,T,V,Y,Z,N,U
-0.004907975593461011,0.006356851863976609,-0.011735141322954279,-0.016529299713136214,V,X,Z,N,T,I,Y,U,L,P,F,W
-0.0013017916594479928,0.016189407368237263,-0.0026216309369909707,-0.007557687674303426,X,W,P,V,Z,Y,F,T,N,I,U,L
-0.010798230471837034,0.004710526793919034,-0.0018419641437911194,-0.01586263623061024,Y,N,X,W,Z,U,T,I,V,L,F,P
-0.007312193979974513,0.012854383927487834,-0.018436664001184377,-0.012537670384468291,T,I,N,Y,W,Z,X,F,V,P,U,L
-0.013083936330524959,0.01516174254216407,-0.012359931892103937,-0.015156390689555876,X,Z,T,Y,F,U,I,V,L,P,W,N
-0.010259958266244595,0.0014401755443583797,-2.668028349298579E-4,-0.01297409217389034,X,U,Z,N,V,I,Y,L,T,P,F,W
-0.0015036707787842163,0.002350775694539231,-5.957345540034131E-4,-0.003696869365435007,Z,I,X,W,Y,L,V,F,N,T,P,U
-0.019957218457881676,0.014415317118852133,-0.0062703775713705,-0.014241523891118879,X,N,Y,V,T,Z,L,U,W,I,F,P
-0.0015049536836760913,0.00407504315317242,-0.012171165508012227,-0.008159785728745872,Y,Z,L,N,W,V,I,F,T,U,X,P
-8.085883857845699E-4,0.011052431870685164,-0.0021877425851059007,-0.011532706548209815,N,F,W,L,V,Z,X,I,Y,U,P,T
-0.019619404402178575,0.009987030663230034,-0.016163632865979327,-0.013549116865306354,F,N,X,Z,L,Y,V,W,U,T,P,I
-0.016333725257325904,0.0021188817713000407,-0.005831408314513453,-0.01221806417531568,Z,P,I,F,Y,L,T,X,V,W,U,N
-0.01617409173585127,0.011000369270068866,-0.007228160135981154,-0.016285298894651024,N,X,I,V,T,U,W,P,F,L,Y,Z
-0.008135034321731682,0.016589041205677058,-0.0018115603836624805,-0.0196167814155096,F,P,X,V,L,W,I,Z,U,Y,T,N
-0.006605405845491852,0.013735071975297442,-0.013955237328332593,-0.007823008696910105,Z,F,Y,I,W,U,X,N,V,L,T,P
-1.381436694399829E-4,0.003916577871705074,-0.003849084763867805,-0.006820884346108502,I,V,W,L,F,Y,U,N,X,T,P,Z
-0.0020392013496209893,0.010435075529069637,-0.01570593013957866,-0.012180450394989717,Z,W,P,I,T,Y,N,F,V,L,X,U
-0.014201591828286064,0.017432915970612473,-0.0022400064663685715,-0.003087995832545043,V,L,X,U,W,T,I,F,N,Y,Z,P
-0.0075152569069358854,0.0020075660944907092,-0.01113624818622061,-0.016446555854317646,U,N,V,W,Z,X,I,T,F,L,P,Y
-0.011367152382103951,0.008326040369995624,-0.0016568361806000853,-0.016174332577130746,Z,L,X,W,T,P,F,Y,U,I,V,N
-0.008203868803087766,0.008670257053822295,-0.01616120483561645,-0.016243821634004174,W,X,V,P,I,Z,N,L,Y,T,U,F
-1.7881809764519474E-4,0.017541933825602984,-0.013359563145669773,-0.010911256621823795,Y,F,W,V,Z,P,N,I,L,X,T,U
-0.014798809442156169,0.0011201193111641805,-0.007647826014101078,-0.019367316271861612,U,P,Z,X,I,W,F,L,V,N,Y,T
-0.003712613630858397,0.009582488757093555,-0.003906681135821932,-0.01508984254344059,N,F,W,V,T,P,Z,X,Y,U,L,I
-0.019070717930441905,0.01185624488360526,-0.004636549696927839,-0.004970208196947934,W,I,T,U,Y,X,Z,V,P,F,L,N
-0.0068661894694778125,2.773227924377508E-4,-9.022484193842439E-4,-0.0011593368347060373,I,X,W,U,T,V,N,P,L,Y,Z,F
-0.01069676391309149,5.96827440622727E-4,-0.012268829607019804,-0.009371641669388642,I,X,N,L,F,Z,U,W,T,Y,V,P
-0.004452192335993144,0.016222049959230156,-0.009861062844265134,-0.015437535914971323,I,N,X,P,V,Y,W,Z,L,U,F,T
-0.014359222454161658,0.016579778854329374,-0.012857167702682304,-0.010786748365680943,P,W,Z,T,I,L,F,U,N,X,Y,V
-0.005457395380997654,0.005369230485187115,-0.011403778413888399,-0.00876548772842578,T,L,X,Z,U,W,I,F,N,P,V,Y
-0.01729850907292607,0.012695592318435533,-3.809946226719374E-4,-0.015599034701560877,T,W,L,P,X,N,V,Z,Y,F,U,I
-0.0044575127759290956,0.01497832679190425,-0.003321289756059387,-0.0010834767525738087,Z,Y,T,L,X,N,W,U,P,I,F,V
-0.013537857684315036,0.011762750544509037,-0.01828944224557738,-0.01825970825548129,W,F,X,I,U,Z,L,N,Y,T,V,P
-0.019038526989482385,0.004063600745096707,-0.004198439292944056,-0.010817518496606837,V,N,P,W,F,I,L,T,X,Z,Y,U
-0.016926658761015734,0.010968823215608103,-0.015557028551735685,-0.01842294164506275,W,U,P,N,F,L,Z,I,X,V,Y,T
-0.012776475175304003,0.0047431439353629035,-0.01909245301148288,-0.01527948912619348,W,F,Y,T,L,U,X,Z,V,N,P,I
-0.0026216103094771626,0.002137319253215475,-0.008164427288643639,-0.011615936871528731,I,Z,N,T,X,W,Y,U,L,V,P,F
-0.018712695854610883,0.008650513226454493,-0.010842617308138403,-0.019297330671610213,Z,N,F,P,V,I,T,L,Y,W,X,U
-0.014812125541164622,0.010421264959889376,-0.009474293399105993,-0.013919046966466841,F,L,I,Z,N,X,W,U,Y,V,T,P
-0.007759389300155628,0.014848115949058549,-0.005514060792471409,-0.016970346471815723,N,Z,X,T,L,F,I,U,Y,V,P,W
-0.0025831089170151866,0.00740812814320746,-0.008042239401539697,-0.004341234127545834,L,N,U,V,Z,W,T,F,P,I,X,Y
-0.010454007724960301,0.01801849140906353,-0.017940181411339684,-0.00706114304721106,I,F,Z,Y,L,T,U,P,W,N,X,V
-0.005964869288861863,0.011203137719682288,-0.01573291703777835,-0.013968605801162215,I,U,P,N,L,X,F,Z,W,V,T,Y
-0.8756544376625102,0.7308796257778705,-0.0018936445224226883,-0.6069471087198033,P,L,F,Z,X,W,T,I,U,V,Y,N 
-3.8588007397422075E-5,0.952481197104286,-0.26548180902785024,-0.36141576486459825,X,Y,W,P,Z,U,I,T,L,N,V,F
-0.0014440607614706336,0.13547137772002138,-0.4837167097989131,-0.05628186299379623,X,W,I,P,T,Y,Z,U,V,L,N,F
-0.21822804743233615,0.10469097090725454,-7.477447991007802E-4,-0.134292462889268,I,X,Y,F,N,U,T,Z,P,L,V,W
-0.10906613098429285,0.3638708097928518,-0.3463946198781833,-0.7051345085617895,Z,P,L,Y,X,W,N,V,I,F,U,T
-0.15032134161821742,0.8664529596319733,-0.6953053281925042,-0.2772267922784699,X,F,Y,L,I,Z,N,T,P,W,U,V
-0.18205342514550726,0.8121676751129182,-0.7878713172168167,-0.7179841106149779,W,F,N,L,Z,T,P,U,Y,I,X,V
-0.32795181785230587,0.21926273886616232,-0.9521744301023998,-0.7688410666264675,Z,V,U,P,I,X,L,N,Y,W,T,F
-0.0016513897522844045,0.4981417226995163,-0.8505178598436443,-0.9093319102027305,Z,L,N,Y,I,X,T,F,W,U,V,P
-0.8092273985532858,0.12384294253766259,-0.4039081967228071,-0.9507431908507467,W,Y,N,U,Z,I,T,P,X,L,F,V
-0.7546244304172418,0.001357804990610445,-0.19009029873527128,-0.12373210414700708,P,N,V,W,Z,X,T,I,U,L,F,Y
-0.10658656038881453,0.061630700985703446,-0.9058427465837763,-0.799478893273249,Z,Y,T,F,I,X,W,L,U,P,V,N
-0.42149363418821706,0.14761953145716789,-0.9151095357976089,-0.1997292676546567,W,Z,Y,L,F,X,P,N,T,V,I,U
-0.8319119588553481,0.6500274110402666,-0.8724038756384804,-0.3029809338433588,V,P,N,F,U,W,Z,I,Y,L,X,T